11,"Global Match Support - GOLF, MDM, NextGen","Data Supply Chain","General",">10 years","5","6854","2","6665","25","Medium >2 & < 8 Tickets/Year","High >4 Hours/Day","3000","40","High >1M Txns","Niche & Support Available","Yes","High  > 8%","No","Direct & Immediate Revenue Impact","High > 50 Users","4 to 12 Hours","> 5 systems","Yes","Met SLA","No","No","Yes","> 5","Yes > 1 SME","Yes","Yes","Yes","Yes - Medium/Low Priority issues","No","No","Yes"
12,"GMS & Fabricator","Middleware","General",">10 years","4","760","0","48","2","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","58","15","Medium > 50K Txns to 1 Mn Txns","Legacy & Support Available","Yes","Medium 3% to 8%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","> 5 systems","No","Met SLA","No","No","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
13,"GRDB","Middleware","General",">10 years","0","394","0","1","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","24","5","Low < 50K Txns","Legacy & Support Available","Yes","Medium 3% to 8%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","< 5 systems","No","Met SLA","Yes","No","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
14,"GSDB","Middleware","General",">5 years","0","12","0","0","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","28","4","Low < 50K Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct & Immediate Revenue Impact","Medium - 10 to 50 users","< 4 Hours","< 5 systems","No","Met SLA","Yes","No","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
15,"Scoring Application","Middleware","General",">6 years","0","32","0","0","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","12","3","Low < 50K Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct & Immediate Revenue Impact","Medium - 10 to 50 users","< 4 Hours","< 5 systems","No","Met SLA","No","No","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
16,"B2B Financials","Middleware","General",">2 years","0","4","0","0","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","14","2","Low < 50K Txns","Niche & Support Available","Yes","Low < 3%","No","Direct & Immediate Revenue Impact","Medium - 10 to 50 users","< 4 Hours","< 5 systems","No","Met SLA","No","No","No","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
17,"UK Services","Middleware","General",">4 years","18","37","0","2","2","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","282","2","Low < 50K Txns","Niche & Support Available","Yes","Medium 3% to 8%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","< 5 systems","No","Met SLA","No","No","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
18,"BDC","Middleware","General",">10 years","1","56","0","0","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","22","5","Medium > 50K Txns to 1 Mn Txns","Legacy & Support Available","Yes","Medium 3% to 8%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","< 5 systems","No","Met SLA","No","No","No","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
19,"VAMS","Middleware","General",">10 years","1","292","0","0","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","21","3","Medium > 50K Txns to 1 Mn Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","< 5 systems","No","Met SLA","No","No","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
20,"GRATE","Middleware","General",">10 years","5","22","0","5","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","72","21","Medium > 50K Txns to 1 Mn Txns","Legacy & Support Available","Yes","Medium 3% to 8%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","> 5 systems","No","Met SLA","No","No","No","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
21,"Enterprise Reference Data","Data Supply Chain","General",">4 years","5","179","0","39","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","48","0","Low < 50K Txns","Web & Support Available","Yes","Low < 3%","No","No Revenue Impact","Low < 10 users","< 4 Hours","< 5 systems","No","Met SLA","No","No","No","< 2","Yes - 1 SME","Yes","No","Yes","No","No","No","Yes"
22,"ESB","Middleware","General","> 5 years","12","2278","6","1375","2","Medium >2 & < 8 Tickets/Year","Low < 2 Hours/Day","112","35","Medium > 50K Txns to 1 Mn Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","> 5 systems","No","Met SLA","No","Partial","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
23,"MQ","Middleware","General","> 5 years","24","653","1","352","1","Medium >2 & < 8 Tickets/Year","Low < 2 Hours/Day","89","58","High >1M Txns","Legacy & Support Available","Partial","Medium 3% to 8%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","> 5 systems","No","Met SLA","No","Partial","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Partial"
24,"DBAI","Products","General",">10 years","33","1504","0","1098","2","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","211","16","Medium > 50K Txns to 1 Mn Txns","Web & Support Available","Yes","Medium 3% to 8%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","> 5 systems","Yes","Met SLA","Yes","Partial","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Partial"
25,"B2B-Gateway","Products","General","<6 years","1","21","0","16","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","12","10","Low < 50K Txns","Web & Support Available","Yes","Medium 3% to 8%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","> 5 systems","Yes","Met SLA","Yes","No","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
