66,"Market Insight","Products","General",">10 years","0","2392","0","466","0","Medium < 5 Tickets/Year","Low < 2 Hours/Day","36","16","Medium > 50K Txns to 1 Mn Txns","Legacy & Support Available","Yes","Medium 3% to 8%","No","Direct but not immediate Revenue Impact","High > 50 Users","12 Hours to 1 Day","No","Yes","Met SLA","Partial","Partial","No","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","No"
67,"DMUI","Products","General",">5 years","0","441","0","251","0","No","Medium <4 Hours/Day","0","2","Low < 50K Txns","Web & Support Available","Partial","Low < 3%","No","No Revenue Impact","Low < 10 users","< 4 Hours","No","No","Met SLA","No","No","No","< 2","Yes - 1 SME","Yes","No","No","No","No","No","No"
68,"SBRI","Data Supply Chain","General","> 10 years","2","693","0","417","0","No","Low < 2 Hours/Day","0","5","High >1M Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct but not immediate Revenue Impact","Medium - 10 to 50 users","< 4 Hours","< 5 systems","Yes","Met SLA","Yes","No","Yes","< 2","Yes - 1 SME","Yes","Yes","Yes","No","No","No","Yes"
69,"DBCC Batch Feeds","Data Supply Chain","General","< 10 years","3","102","0","6","0","No","Low < 2 Hours/Day","0","5","High >1M Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct but not immediate Revenue Impact","Medium - 10 to 50 users","< 4 Hours","< 5 systems","Yes","Met SLA","No","No","No","< 2","Yes - 1 SME","Yes","Yes","Yes","No","No","No","Yes"
70,"Scoirng RTB","Data Supply Chain","General","< 10 years","8","655","0","352","0","No","Medium <4 Hours/Day","10","6","Medium > 50K Txns to 1 Mn Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct but not immediate Revenue Impact","Medium - 10 to 50 users","4 to 12 Hours","< 5 systems","Yes","Met SLA","No","No","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
71,"DNB Canada MF","Data Supply Chain","General",">10 years","18","641","1","317","2","No","Medium <4 Hours/Day","30","3","Medium > 50K Txns to 1 Mn Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","< 5 systems","Yes","Met SLA","No","No","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
72,"DNB Canada Client Srvr Apps","Data Supply Chain","General",">10 years","18","1035","0","613","1","No","Medium <4 Hours/Day","20","6","Medium > 50K Txns to 1 Mn Txns","Web & Support Available","Yes","Low < 3%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","< 5 systems","Yes","Met SLA","No","Yes","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
73,"SHOPS - ETL","Data Supply Chain","General","> 5 years","0","245","0","199","0","No","Low < 2 Hours/Day","0","2","Medium > 50K Txns to 1 Mn Txns","Niche & Support Available","Yes","Low < 3%","No","Indirect Revenue Impact","High > 50 Users","< 4 Hours","< 5 systems","Yes","Met SLA","No","Yes","Yes","< 2","Yes > 1 SME","Yes","No","Yes","No","No","No","Yes"
74,"ICC ETL","Data Supply Chain","General","> 5 years","5","90","5","50","0","No","Low < 2 Hours/Day","0","3","Medium > 50K Txns to 1 Mn Txns","Legacy & Support Unavailable","Partial","Low < 3%","No","Indirect Revenue Impact","High > 50 Users","> 1 Day","< 5 systems","Yes","Met SLA","Yes","Yes","No","< 2","Yes - 1 SME","Yes","Yes","Yes","No","No","No","No"
75,"Back Office - IBIS","Corporate systems","General","> 5 years","8","2333","0","725","1","No","High >4 Hours/Day","104","7","Low < 50K Txns","Web & Support Available","Yes","Medium 3% to 8%","Yes","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","> 5 systems","Yes","Met SLA","No","No","No","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
